Date,Adj Close
2019-01-02,42.138145446777344
2019-01-03,41.72813415527344
2019-01-04,43.52659606933594
2019-01-07,44.216163635253906
2019-01-08,44.61686706542969
2019-01-09,44.523681640625
2019-01-10,44.56094741821289
2019-01-11,44.99891662597656
2019-01-14,44.89642333984375
2019-01-15,45.261268615722656
2019-01-16,44.96190643310547
2019-01-17,45.4483757019043
2019-01-18,46.093894958496094
2019-01-22,45.78517532348633
2019-01-23,46.06583023071289
2019-01-24,46.028411865234375
2019-01-25,46.5897331237793
2019-01-28,46.327796936035156
2019-01-29,46.411991119384766
2019-01-30,47.1136360168457
2019-01-31,46.99201965332031
2019-02-01,47.53462219238281
2019-02-04,47.740447998046875
2019-02-05,47.93690490722656
2019-02-06,47.95561599731445
2019-02-07,46.982666015625
2019-02-08,47.740447998046875
2019-02-11,47.92755126953125
2019-02-12,47.91820526123047
2019-02-13,48.105308532714844
2019-02-14,48.161434173583984
2019-02-15,48.38596725463867
2019-02-19,48.6666259765625
2019-02-20,48.43274688720703
2019-02-21,48.750831604003906
2019-02-22,49.09697341918945
2019-02-25,49.171817779541016
2019-02-26,49.209232330322266
2019-02-27,49.00342559814453
2019-02-28,48.76954650878906
2019-03-01,49.12504196166992
2019-03-04,48.68534469604492
2019-03-05,48.984703063964844
2019-03-06,48.9753532409668
2019-03-07,49.19053268432617
2019-03-08,49.36827850341797
2019-03-11,49.2653694152832
2019-03-12,49.39634704589844
2019-03-13,49.63957595825195
2019-03-14,49.63022994995117
2019-03-15,49.52732467651367
2019-03-18,50.013797760009766
2019-03-19,50.5564079284668
2019-03-20,49.24665832519531
2019-03-21,50.5564079284668
2019-03-22,49.36827850341797
2019-03-25,49.340213775634766
2019-03-26,49.84540939331055
2019-03-27,49.40570068359375
2019-03-28,49.76121139526367
2019-03-29,50.247684478759766
2019-04-01,51.06160354614258
2019-04-02,50.65932083129883
2019-04-03,50.57512664794922
2019-04-04,50.3505973815918
2019-04-05,50.45350646972656
2019-04-08,50.25703811645508
2019-04-09,50.35995864868164
2019-04-10,50.717041015625
2019-04-11,50.54790115356445
2019-04-12,51.2150993347168
2019-04-15,51.3372688293457
2019-04-16,51.299678802490234
2019-04-17,51.19631576538086
2019-04-18,51.2338981628418
2019-04-22,51.32787322998047
2019-04-23,51.628578186035156
2019-04-24,51.854122161865234
2019-04-25,51.694366455078125
2019-04-26,52.07025146484375
2019-04-29,51.76013946533203
2019-04-30,51.99507522583008
2019-05-01,51.57219696044922
2019-05-02,51.30907440185547
2019-05-03,51.48762130737305
2019-05-06,51.54399871826172
2019-05-07,50.745235443115234
2019-05-08,50.735843658447266
2019-05-09,50.98016357421875
2019-05-10,51.35606384277344
2019-05-13,50.209598541259766
2019-05-14,50.867401123046875
2019-05-15,51.27149200439453
2019-05-16,51.34666061401367
2019-05-17,51.2150993347168
2019-05-20,50.42573165893555
2019-05-21,50.90499496459961
2019-05-22,50.93318557739258
2019-05-23,49.88069152832031
2019-05-24,49.58937454223633
2019-05-28,48.630855560302734
2019-05-29,48.574466705322266
2019-05-30,48.6026611328125
2019-05-31,47.5501708984375
2019-06-03,47.21186828613281
2019-06-04,48.884578704833984
2019-06-05,48.959754943847656
2019-06-06,49.420223236083984
2019-06-07,50.049835205078125
2019-06-10,50.754634857177734
2019-06-11,50.68885803222656
2019-06-12,50.38814163208008
2019-06-13,50.594886779785156
2019-06-14,50.06863784790039
2019-06-17,49.92768096923828
