Date,Adj Close
2019-01-02,38.04704666137695
2019-01-03,34.25727081298828
2019-01-04,35.719696044921875
2019-01-07,35.64019775390625
2019-01-08,36.319610595703125
2019-01-09,36.93637466430664
2019-01-10,37.05443572998047
2019-01-11,36.69063186645508
2019-01-14,36.138916015625
2019-01-15,36.87855911254883
2019-01-16,37.3290901184082
2019-01-17,37.55073928833008
2019-01-18,37.78203582763672
2019-01-22,36.9339714050293
2019-01-23,37.083343505859375
2019-01-24,36.78940963745117
2019-01-25,38.00850296020508
2019-01-28,37.6567497253418
2019-01-29,37.266448974609375
2019-01-30,39.81303405761719
2019-01-31,40.099735260009766
2019-02-01,40.1190071105957
2019-02-04,41.25859832763672
2019-02-05,41.96450424194336
2019-02-06,41.97895431518555
2019-02-07,41.18389892578125
2019-02-08,41.2322998046875
2019-02-11,40.99517822265625
2019-02-12,41.34843444824219
2019-02-13,41.1766357421875
2019-02-14,41.32666015625
2019-02-15,41.23471450805664
2019-02-19,41.35811233520508
2019-02-20,41.624267578125
2019-02-21,41.38957214355469
2019-02-22,41.851707458496094
2019-02-25,42.15657043457031
2019-02-26,42.18077850341797
2019-02-27,42.31144332885742
2019-02-28,41.895263671875
2019-03-01,42.33563232421875
2019-03-04,42.548553466796875
2019-03-05,42.47112274169922
2019-03-06,42.226741790771484
2019-03-07,41.737998962402344
2019-03-08,41.83719253540039
2019-03-11,43.286529541015625
2019-03-12,43.77287292480469
2019-03-13,43.96643829345703
2019-03-14,44.455204010009766
2019-03-15,45.033477783203125
2019-03-18,45.493202209472656
2019-03-19,45.13268280029297
2019-03-20,45.52708435058594
2019-03-21,47.20384216308594
2019-03-22,46.22633743286133
2019-03-25,45.667415618896484
2019-03-26,45.19558334350586
2019-03-27,45.60208511352539
2019-03-28,45.66258239746094
2019-03-29,45.960174560546875
2019-04-01,46.272308349609375
2019-04-02,46.94495391845703
2019-04-03,47.266754150390625
2019-04-04,47.349029541015625
2019-04-05,47.66600036621094
2019-04-08,48.41607666015625
2019-04-09,48.27090072631836
2019-04-10,48.5418815612793
2019-04-11,48.137821197509766
2019-04-12,48.11845779418945
2019-04-15,48.205562591552734
2019-04-16,48.21040344238281
2019-04-17,49.149208068847656
2019-04-18,49.325843811035156
2019-04-22,49.48794937133789
2019-04-23,50.20173645019531
2019-04-24,50.124298095703125
2019-04-25,49.66941833496094
2019-04-26,49.43230056762695
2019-04-29,49.50730895996094
2019-04-30,48.553977966308594
2019-05-01,50.937294006347656
2019-05-02,50.60580062866211
2019-05-03,51.234893798828125
2019-05-06,50.443687438964844
2019-05-07,49.08387756347656
2019-05-08,49.09354782104492
2019-05-09,48.56608200073242
2019-05-10,47.893280029296875
2019-05-13,45.1097412109375
2019-05-14,45.8238410949707
2019-05-15,46.37277603149414
2019-05-16,46.16875457763672
2019-05-17,45.90642547607422
2019-05-20,44.47093963623047
2019-05-21,45.323486328125
2019-05-22,44.39564895629883
2019-05-23,43.63782501220703
2019-05-24,43.47023010253906
2019-05-28,43.29049301147461
2019-05-29,43.08403015136719
2019-05-30,43.3074836730957
2019-05-31,42.52295684814453
2019-06-03,42.093040466308594
2019-06-04,43.632965087890625
2019-06-05,44.33735275268555
2019-06-06,44.9882926940918
2019-06-07,46.18574905395508
2019-06-10,46.77598190307617
2019-06-11,47.317626953125
2019-06-12,47.167030334472656
2019-06-13,47.15732192993164
2019-06-14,46.81483840942383
2019-06-17,47.09416961669922
2019-06-18,48.201751708984375
2019-06-19,48.06087112426758
2019-06-20,48.44706726074219
2019-06-21,48.28190612792969
2019-06-24,48.23332595825195
2019-06-25,47.502220153808594
2019-06-26,48.529659271240234
2019-06-27,48.51508331298828
2019-06-28,48.07301330566406
2019-07-01,48.9547119140625
2019-07-02,49.24131774902344
2019-07-03,49.649383544921875
2019-07-05,49.60565948486328
2019-07-08,48.583091735839844
2019-07-09,48.87940979003906
2019-07-10,49.362762451171875
2019-07-11,49.00328826904297
2019-07-12,49.3797721862793
2019-07-15,49.843692779541016
2019-07-16,49.671234130859375
2019-07-17,49.39191818237305
2019-07-18,49.95298767089844
2019-07-19,49.20732116699219
2019-07-22,50.3319091796875
2019-07-23,50.72538375854492
2019-07-24,50.68410110473633
2019-07-25,50.2833251953125
2019-07-26,50.45820617675781
2019-07-29,50.92940902709961
2019-07-30,50.7108154296875
2019-07-31,51.745521545410156
2019-08-01,50.625797271728516
2019-08-02,49.55464553833008
2019-08-05,46.960575103759766
2019-08-06,47.84955596923828
2019-08-07,48.345062255859375
2019-08-08,49.411346435546875
2019-08-09,49.004180908203125
2019-08-12,48.87982940673828
2019-08-13,50.94981384277344
2019-08-14,49.43328857421875
2019-08-15,49.187042236328125
2019-08-16,50.347591400146484
2019-08-19,51.286277770996094
2019-08-20,51.28871536254883
2019-08-21,51.8446044921875
2019-08-22,51.800724029541016
2019-08-23,49.40647506713867
2019-08-26,50.34515380859375
2019-08-27,49.777069091796875
2019-08-28,50.1110954284668
2019-08-29,50.959564208984375
2019-08-30,50.89373779296875
2019-09-03,50.15253829956055
2019-09-04,51.00344467163086
2019-09-05,52.00065231323242
2019-09-06,51.99577331542969
2019-09-09,52.21764373779297
2019-09-10,52.834495544433594
2019-09-11,54.514373779296875
2019-09-12,54.39247131347656
2019-09-13,53.33430480957031
2019-09-16,53.61470413208008
2019-09-17,53.809749603271484
2019-09-18,54.314449310302734
2019-09-19,53.87314224243164
2019-09-20,53.08561325073242
2019-09-23,53.32699966430664
2019-09-24,53.07343292236328
2019-09-25,53.89020919799805
2019-09-26,53.612266540527344
2019-09-27,53.35139083862305
2019-09-30,54.60702133178711
2019-10-01,54.758182525634766
2019-10-02,53.3855094909668
2019-10-03,53.839012145996094
2019-10-04,55.34822463989258
2019-10-07,55.36040496826172
2019-10-08,54.71186828613281
2019-10-09,55.35309600830078
2019-10-10,56.09916305541992
2019-10-11,57.59130096435547
2019-10-14,57.50839614868164
2019-10-15,57.37431335449219
2019-10-16,57.14268493652344
2019-10-17,57.364559173583984
2019-10-18,57.64006805419922
2019-10-21,58.63970184326172
2019-10-22,58.50560760498047
2019-10-23,59.29068374633789
2019-10-24,59.38821029663086
2019-10-25,60.119659423828125
2019-10-28,60.721885681152344
2019-10-29,59.31749725341797
2019-10-30,59.31019592285156
2019-10-31,60.65116882324219
2019-11-01,62.372493743896484
2019-11-04,62.7821044921875
2019-11-05,62.6919059753418
2019-11-06,62.718711853027344
2019-11-07,63.442569732666016
2019-11-08,63.61619567871094
2019-11-11,64.1199722290039
2019-11-12,64.06127166748047
